,Assortment,CompDist,CompOpen,Customers,Date,DayOfWeek,Open,Promo,Promo2,Sales,Store,StoreType,month,Preds
179776,a,near,False,3450,2015-02-20,5,1,1,0,21267,262,b,02,22242.001953125
180076,c,far,True,3390,2015-02-20,5,1,1,0,19002,562,b,02,19442.50390625
180891,a,near,False,2894,2015-02-19,4,1,1,0,18784,262,b,02,18596.578125
181191,c,far,True,3166,2015-02-19,4,1,1,0,18073,562,b,02,18828.99609375
182006,a,near,False,2875,2015-02-18,3,1,1,0,18617,262,b,02,19194.994140625
182306,c,far,True,3132,2015-02-18,3,1,1,0,18419,562,b,02,18988.40234375
183121,a,near,False,2842,2015-02-17,2,1,1,0,19075,262,b,02,19313.671875
183421,c,far,True,3069,2015-02-17,2,1,1,0,18814,562,b,02,20220.99609375
184236,a,near,False,3054,2015-02-16,1,1,1,0,20480,262,b,02,21836.994140625
184536,c,far,True,3242,2015-02-16,1,1,1,0,20603,562,b,02,22664.6015625
185351,a,near,False,4362,2015-02-15,7,1,0,0,28798,262,b,02,28820.00390625
185651,c,far,True,3268,2015-02-15,7,1,0,0,20445,562,b,02,18773.37109375
186466,a,near,False,3082,2015-02-14,6,1,0,0,17140,262,b,02,16681.99609375
186766,c,far,True,2943,2015-02-14,6,1,0,0,14046,562,b,02,14005.9990234375
187581,a,near,False,3411,2015-02-13,5,1,0,0,19294,262,b,02,20416.3359375
187881,c,far,True,3374,2015-02-13,5,1,0,0,18678,562,b,02,19517.66796875
188696,a,near,False,2764,2015-02-12,4,1,0,0,16435,262,b,02,16876.005859375
188996,c,far,True,2915,2015-02-12,4,1,0,0,16530,562,b,02,16281.7548828125
189811,a,near,False,2750,2015-02-11,3,1,0,0,15338,262,b,02,15268.005859375
190111,c,far,True,2862,2015-02-11,3,1,0,0,16379,562,b,02,16603.197265625
190926,a,near,False,2674,2015-02-10,2,1,0,0,15697,262,b,02,15691.6640625
191226,c,far,True,2883,2015-02-10,2,1,0,0,15947,562,b,02,16043.1982421875
192041,a,near,False,2972,2015-02-09,1,1,0,0,16713,262,b,02,16321.5029296875
192341,c,far,True,3072,2015-02-09,1,1,0,0,17150,562,b,02,16170.001953125
193156,a,near,False,4228,2015-02-08,7,1,0,0,29876,262,b,02,28820.00390625
193456,c,far,True,3576,2015-02-08,7,1,0,0,20984,562,b,02,18773.37109375
194271,a,near,False,3048,2015-02-07,6,1,0,0,17356,262,b,02,16681.99609375
194571,c,far,True,2698,2015-02-07,6,1,0,0,15011,562,b,02,14005.9990234375
195386,a,near,False,3393,2015-02-06,5,1,1,0,21317,262,b,02,22242.001953125
195686,c,far,True,3467,2015-02-06,5,1,1,0,20548,562,b,02,19442.50390625
196501,a,near,False,3031,2015-02-05,4,1,1,0,18583,262,b,02,18596.578125
196801,c,far,True,3197,2015-02-05,4,1,1,0,18354,562,b,02,18828.99609375
197616,a,near,False,2993,2015-02-04,3,1,1,0,19366,262,b,02,19194.994140625
197916,c,far,True,3228,2015-02-04,3,1,1,0,18840,562,b,02,18988.40234375
198731,a,near,False,3133,2015-02-03,2,1,1,0,19825,262,b,02,19313.671875
199031,c,far,True,3231,2015-02-03,2,1,1,0,20057,562,b,02,20220.99609375
199846,a,near,False,3396,2015-02-02,1,1,1,0,21338,262,b,02,21836.994140625
200146,c,far,True,3513,2015-02-02,1,1,1,0,22153,562,b,02,22664.6015625
200961,a,near,False,4306,2015-02-01,7,1,0,0,30525,262,b,02,28820.00390625
201261,c,far,True,3489,2015-02-01,7,1,0,0,21821,562,b,02,18773.37109375
202076,a,near,False,3061,2015-01-31,6,1,0,0,18412,262,b,01,15841.0009765625
202376,c,far,True,2703,2015-01-31,6,1,0,0,15197,562,b,01,13405.8193359375
203191,a,near,False,3592,2015-01-30,5,1,1,0,23982,262,b,01,20696.748046875
203491,c,far,True,3708,2015-01-30,5,1,1,0,23248,562,b,01,19534.501953125
204306,a,near,False,3065,2015-01-29,4,1,1,0,19944,262,b,01,18490.00390625
204606,c,far,True,3214,2015-01-29,4,1,1,0,19776,562,b,01,18827.751953125
205421,a,near,False,2838,2015-01-28,3,1,1,0,18425,262,b,01,18184.75390625
205721,c,far,True,3085,2015-01-28,3,1,1,0,19231,562,b,01,19484.6015625
206536,a,near,False,2962,2015-01-27,2,1,1,0,18875,262,b,01,18336.328125
206836,c,far,True,2986,2015-01-27,2,1,1,0,18047,562,b,01,20082.60546875
207651,a,near,False,2928,2015-01-26,1,1,1,0,18328,262,b,01,19482.33984375
207951,c,far,True,3407,2015-01-26,1,1,1,0,21243,562,b,01,22127.603515625
208766,a,near,False,3849,2015-01-25,7,1,0,0,26094,262,b,01,25156.60546875
209066,c,far,True,3070,2015-01-25,7,1,0,0,19361,562,b,01,17692.24609375
209881,a,near,False,2772,2015-01-24,6,1,0,0,15728,262,b,01,15841.0009765625
210181,c,far,True,2494,2015-01-24,6,1,0,0,13137,562,b,01,13405.8193359375
210996,a,near,False,2975,2015-01-23,5,1,0,0,17550,262,b,01,18428.671875
211296,c,far,True,3236,2015-01-23,5,1,0,0,18149,562,b,01,16821.00390625
212111,a,near,False,2723,2015-01-22,4,1,0,0,16267,262,b,01,16729.6640625
212411,c,far,True,2828,2015-01-22,4,1,0,0,15362,562,b,01,15722.9970703125
213226,a,near,False,2497,2015-01-21,3,1,0,0,14289,262,b,01,17330.994140625
213526,c,far,True,2900,2015-01-21,3,1,0,0,16129,562,b,01,15094.9990234375
214341,a,near,False,2619,2015-01-20,2,1,0,0,15559,262,b,01,15940.0029296875
214641,c,far,True,2898,2015-01-20,2,1,0,0,15659,562,b,01,14944.666015625
215456,a,near,False,2730,2015-01-19,1,1,0,0,16291,262,b,01,16290.99609375
215756,c,far,True,3126,2015-01-19,1,1,0,0,16830,562,b,01,17021.19921875
216571,a,near,False,3899,2015-01-18,7,1,0,0,25818,262,b,01,25156.60546875
216871,c,far,True,2921,2015-01-18,7,1,0,0,18076,562,b,01,17692.24609375
217686,a,near,False,2759,2015-01-17,6,1,0,0,15065,262,b,01,15841.0009765625
217986,c,far,True,2566,2015-01-17,6,1,0,0,12811,562,b,01,13405.8193359375
218801,a,near,False,3177,2015-01-16,5,1,1,0,18929,262,b,01,20696.748046875
219101,c,far,True,3316,2015-01-16,5,1,1,0,19477,562,b,01,19534.501953125
219916,a,near,False,2866,2015-01-15,4,1,1,0,19769,262,b,01,18490.00390625
220216,c,far,True,3118,2015-01-15,4,1,1,0,19153,562,b,01,18827.751953125
221031,a,near,False,2838,2015-01-14,3,1,1,0,18911,262,b,01,18184.75390625
221331,c,far,True,3126,2015-01-14,3,1,1,0,19041,562,b,01,19484.6015625
222146,a,near,False,2955,2015-01-13,2,1,1,0,18856,262,b,01,18336.328125
222446,c,far,True,3084,2015-01-13,2,1,1,0,18682,562,b,01,20082.60546875
223261,a,near,False,2941,2015-01-12,1,1,1,0,18992,262,b,01,19482.33984375
223561,c,far,True,3461,2015-01-12,1,1,1,0,21880,562,b,01,22127.603515625
224376,a,near,False,3601,2015-01-11,7,1,0,0,24457,262,b,01,25156.60546875
224676,c,far,True,2788,2015-01-11,7,1,0,0,17683,562,b,01,17692.24609375
225491,a,near,False,2462,2015-01-10,6,1,0,0,14057,262,b,01,15841.0009765625
225791,c,far,True,2578,2015-01-10,6,1,0,0,14080,562,b,01,13405.8193359375
226606,a,near,False,3153,2015-01-09,5,1,1,0,18705,262,b,01,20696.748046875
226906,c,far,True,3182,2015-01-09,5,1,1,0,18421,562,b,01,19534.501953125
227721,a,near,False,2850,2015-01-08,4,1,1,0,17544,262,b,01,18490.00390625
228021,c,far,True,2913,2015-01-08,4,1,1,0,17672,562,b,01,18827.751953125
228836,a,near,False,2640,2015-01-07,3,1,1,0,16582,262,b,01,18184.75390625
229136,c,far,True,3038,2015-01-07,3,1,1,0,18878,562,b,01,19484.6015625
229951,a,near,False,2887,2015-01-06,2,1,1,0,17713,262,b,01,18336.328125
230251,c,far,True,3109,2015-01-06,2,1,1,0,20120,562,b,01,20082.60546875
231066,a,near,False,3166,2015-01-05,1,1,1,0,19144,262,b,01,19482.33984375
231366,c,far,True,3365,2015-01-05,1,1,1,0,22143,562,b,01,22127.603515625
232181,a,near,False,3527,2015-01-04,7,1,0,0,22058,262,b,01,25156.60546875
232481,c,far,True,2968,2015-01-04,7,1,0,0,19170,562,b,01,17692.24609375
233296,a,near,False,2823,2015-01-03,6,1,0,0,16657,262,b,01,15841.0009765625
233596,c,far,True,2247,2015-01-03,6,1,0,0,12829,562,b,01,13405.8193359375
234411,a,near,False,2993,2015-01-02,5,1,0,0,17216,262,b,01,18428.671875
234711,c,far,True,2541,2015-01-02,5,1,0,0,14531,562,b,01,16821.00390625
235526,a,near,False,3166,2015-01-01,4,1,0,0,20581,262,b,01,16729.6640625
235826,c,far,True,1919,2015-01-01,4,1,0,0,10552,562,b,01,15722.9970703125
236595,a,near,False,3241,2014-12-31,3,1,0,0,22902,262,b,12,20659.005859375
236850,c,far,True,2327,2014-12-31,3,1,0,0,16420,562,b,12,16644.671875
237530,a,near,False,3510,2014-12-30,2,1,0,0,21829,262,b,12,22415.994140625
237785,c,far,True,2924,2014-12-30,2,1,0,0,18524,562,b,12,17799.794921875
238465,a,near,False,3371,2014-12-29,1,1,0,0,20254,262,b,12,22413.671875
238720,c,far,True,2748,2014-12-29,1,1,0,0,16894,562,b,12,22970.74609375
239400,a,near,False,4271,2014-12-28,7,1,0,0,30493,262,b,12,33113.25390625
239655,c,far,True,2823,2014-12-28,7,1,0,0,18218,562,b,12,22539.12109375
240335,a,near,False,3236,2014-12-27,6,1,0,0,20005,262,b,12,21017.005859375
240590,c,far,True,2566,2014-12-27,6,1,0,0,14904,562,b,12,16479.330078125
241270,a,near,False,4468,2014-12-26,5,1,0,0,32169,262,b,12,32168.9921875
241525,c,far,True,2667,2014-12-26,5,1,0,0,16961,562,b,12,19443.333984375
242205,a,near,False,3600,2014-12-25,4,1,0,0,26756,262,b,12,26755.998046875
242460,c,far,True,2086,2014-12-25,4,1,0,0,14166,562,b,12,17415.001953125
243140,a,near,False,2391,2014-12-24,3,1,0,0,18177,262,b,12,20659.005859375
243395,c,far,True,1756,2014-12-24,3,1,0,0,12655,562,b,12,16644.671875
244075,a,near,False,3937,2014-12-23,2,1,0,0,26646,262,b,12,22415.994140625
244330,c,far,True,3618,2014-12-23,2,1,0,0,24353,562,b,12,17799.794921875
245010,a,near,False,4102,2014-12-22,1,1,0,0,27522,262,b,12,22413.671875
245265,c,far,True,3718,2014-12-22,1,1,0,0,25402,562,b,12,22970.74609375
245945,a,near,False,4962,2014-12-21,7,1,0,0,37122,262,b,12,33113.25390625
246200,c,far,True,3673,2014-12-21,7,1,0,0,26380,562,b,12,22539.12109375
246880,a,near,False,3794,2014-12-20,6,1,0,0,21965,262,b,12,21017.005859375
247135,c,far,True,3190,2014-12-20,6,1,0,0,16915,562,b,12,16479.330078125
247815,a,near,False,4000,2014-12-19,5,1,1,0,26390,262,b,12,28409.005859375
248070,c,far,True,3767,2014-12-19,5,1,1,0,24987,562,b,12,25172.24609375
248750,a,near,False,3573,2014-12-18,4,1,1,0,24286,262,b,12,27745.0390625
249005,c,far,True,3718,2014-12-18,4,1,1,0,23242,562,b,12,22914.501953125
249685,a,near,False,3545,2014-12-17,3,1,1,0,23615,262,b,12,23614.9921875
249940,c,far,True,3564,2014-12-17,3,1,1,0,23838,562,b,12,25599.00390625
250620,a,near,False,3222,2014-12-16,2,1,1,0,22522,262,b,12,22522.0078125
250875,c,far,True,3518,2014-12-16,2,1,1,0,23875,562,b,12,25414.669921875
251555,a,near,False,3548,2014-12-15,1,1,1,0,25921,262,b,12,25166.505859375
251810,c,far,True,3851,2014-12-15,1,1,1,0,27183,562,b,12,27305.49609375
252490,a,near,False,4628,2014-12-14,7,1,0,0,32854,262,b,12,33113.25390625
252745,c,far,True,3454,2014-12-14,7,1,0,0,22247,562,b,12,22539.12109375
253425,a,near,False,3647,2014-12-13,6,1,0,0,19904,262,b,12,21017.005859375
253680,c,far,True,3119,2014-12-13,6,1,0,0,16289,562,b,12,16479.330078125
254360,a,near,False,3438,2014-12-12,5,1,0,0,20067,262,b,12,32168.9921875
254615,c,far,True,3601,2014-12-12,5,1,0,0,20312,562,b,12,19443.333984375
255295,a,near,False,2992,2014-12-11,4,1,0,0,19006,262,b,12,26755.998046875
255550,c,far,True,3227,2014-12-11,4,1,0,0,18293,562,b,12,17415.001953125
256230,a,near,False,2999,2014-12-10,3,1,0,0,18416,262,b,12,20659.005859375
256485,c,far,True,3178,2014-12-10,3,1,0,0,17828,562,b,12,16644.671875
257165,a,near,False,2940,2014-12-09,2,1,0,0,18186,262,b,12,22415.994140625
257420,c,far,True,3208,2014-12-09,2,1,0,0,18627,562,b,12,17799.794921875
258100,a,near,False,3137,2014-12-08,1,1,0,0,19465,262,b,12,22413.671875
258355,c,far,True,3316,2014-12-08,1,1,0,0,19877,562,b,12,22970.74609375
259035,a,near,False,4710,2014-12-07,7,1,0,0,31984,262,b,12,33113.25390625
259290,c,far,True,3316,2014-12-07,7,1,0,0,21866,562,b,12,22539.12109375
259970,a,near,False,3672,2014-12-06,6,1,0,0,21182,262,b,12,21017.005859375
260225,c,far,True,3042,2014-12-06,6,1,0,0,15700,562,b,12,16479.330078125
260905,a,near,False,4378,2014-12-05,5,1,1,0,30428,262,b,12,28409.005859375
261160,c,far,True,4081,2014-12-05,5,1,1,0,27716,562,b,12,25172.24609375
261840,a,near,False,3422,2014-12-04,4,1,1,0,22263,262,b,12,27745.0390625
262095,c,far,True,3468,2014-12-04,4,1,1,0,23642,562,b,12,22914.501953125
262775,a,near,False,3357,2014-12-03,3,1,1,0,22305,262,b,12,23614.9921875
263030,c,far,True,3450,2014-12-03,3,1,1,0,22478,562,b,12,25599.00390625
263710,a,near,False,3295,2014-12-02,2,1,1,0,22569,262,b,12,22522.0078125
263965,c,far,True,3462,2014-12-02,2,1,1,0,22581,562,b,12,25414.669921875
264645,a,near,False,3608,2014-12-01,1,1,1,0,24412,262,b,12,25166.505859375
264900,c,far,True,3794,2014-12-01,1,1,1,0,26683,562,b,12,27305.49609375
265580,a,near,False,4816,2014-11-30,7,1,0,0,36417,262,b,11,26129.005859375
265835,c,far,True,3507,2014-11-30,7,1,0,0,24801,562,b,11,20067.666015625
266515,a,near,False,3644,2014-11-29,6,1,0,0,22892,262,b,11,19277.328125
266770,c,far,True,2947,2014-11-29,6,1,0,0,17530,562,b,11,15161.998046875
267450,a,near,False,3873,2014-11-28,5,1,1,0,26039,262,b,11,26038.9921875
267705,c,far,True,3750,2014-11-28,5,1,1,0,23321,562,b,11,20571.330078125
268385,a,near,False,3178,2014-11-27,4,1,1,0,20900,262,b,11,19732.00390625
268640,c,far,True,3161,2014-11-27,4,1,1,0,20536,562,b,11,19545.5
269320,a,near,False,3021,2014-11-26,3,1,1,0,19915,262,b,11,18975.50390625
269575,c,far,True,3134,2014-11-26,3,1,1,0,20405,562,b,11,19208.00390625
270255,a,near,False,3002,2014-11-25,2,1,1,0,20361,262,b,11,20207.994140625
270510,c,far,True,3137,2014-11-25,2,1,1,0,20482,562,b,11,20711.66015625
271190,a,near,False,3032,2014-11-24,1,1,1,0,20200,262,b,11,20782.005859375
271445,c,far,True,3376,2014-11-24,1,1,1,0,22281,562,b,11,22283.00390625
272125,a,near,False,4436,2014-11-23,7,1,0,0,28544,262,b,11,26129.005859375
272380,c,far,True,3268,2014-11-23,7,1,0,0,19890,562,b,11,20067.666015625
273060,a,near,False,3166,2014-11-22,6,1,0,0,18039,262,b,11,19277.328125
273315,c,far,True,2564,2014-11-22,6,1,0,0,13080,562,b,11,15161.998046875
273995,a,near,False,3238,2014-11-21,5,1,0,0,18217,262,b,11,18217.0078125
274250,c,far,True,3113,2014-11-21,5,1,0,0,16146,562,b,11,19579.669921875
274930,a,near,False,2763,2014-11-20,4,1,0,0,15942,262,b,11,16680.8359375
275185,c,far,True,3041,2014-11-20,4,1,0,0,16663,562,b,11,18134.50390625
275865,a,near,False,2687,2014-11-19,3,1,0,0,16488,262,b,11,16487.990234375
276120,c,far,True,2890,2014-11-19,3,1,0,0,16253,562,b,11,17849.66015625
276800,a,near,False,2721,2014-11-18,2,1,0,0,17138,262,b,11,17138.0078125
277055,c,far,True,3026,2014-11-18,2,1,0,0,18114,562,b,11,18347.005859375
277735,a,near,False,2887,2014-11-17,1,1,0,0,16966,262,b,11,16965.9921875
277990,c,far,True,3129,2014-11-17,1,1,0,0,17319,562,b,11,18814.994140625
278670,a,near,False,4253,2014-11-16,7,1,0,0,28760,262,b,11,26129.005859375
278925,c,far,True,3198,2014-11-16,7,1,0,0,19828,562,b,11,20067.666015625
279605,a,near,False,3033,2014-11-15,6,1,0,0,16901,262,b,11,19277.328125
279860,c,far,True,2686,2014-11-15,6,1,0,0,14535,562,b,11,15161.998046875
280540,a,near,False,3477,2014-11-14,5,1,1,0,20765,262,b,11,26038.9921875
280795,c,far,True,3463,2014-11-14,5,1,1,0,19542,562,b,11,20571.330078125
281475,a,near,False,2914,2014-11-13,4,1,1,0,18564,262,b,11,19732.00390625
281730,c,far,True,3146,2014-11-13,4,1,1,0,19405,562,b,11,19545.5
282410,a,near,False,2841,2014-11-12,3,1,1,0,18536,262,b,11,18975.50390625
282665,c,far,True,3057,2014-11-12,3,1,1,0,19108,562,b,11,19208.00390625
283345,a,near,False,3018,2014-11-11,2,1,1,0,20055,262,b,11,20207.994140625
283600,c,far,True,3257,2014-11-11,2,1,1,0,20328,562,b,11,20711.66015625
284280,a,near,False,2913,2014-11-10,1,1,1,0,18491,262,b,11,20782.005859375
284535,c,far,True,3401,2014-11-10,1,1,1,0,21477,562,b,11,22283.00390625
285215,a,near,False,3950,2014-11-09,7,1,0,0,27753,262,b,11,26129.005859375
285470,c,far,True,3102,2014-11-09,7,1,0,0,21055,562,b,11,20067.666015625
286150,a,near,False,2522,2014-11-08,6,1,0,0,15203,262,b,11,19277.328125
286405,c,far,True,2461,2014-11-08,6,1,0,0,13206,562,b,11,15161.998046875
287085,a,near,False,2976,2014-11-07,5,1,1,0,18840,262,b,11,26038.9921875
287340,c,far,True,3031,2014-11-07,5,1,1,0,17739,562,b,11,20571.330078125
288020,a,near,False,2603,2014-11-06,4,1,1,0,16361,262,b,11,19732.00390625
288275,c,far,True,2905,2014-11-06,4,1,1,0,18408,562,b,11,19545.5
288955,a,near,False,3018,2014-11-05,3,1,1,0,19415,262,b,11,18975.50390625
289210,c,far,True,3083,2014-11-05,3,1,1,0,18858,562,b,11,19208.00390625
289890,a,near,False,3043,2014-11-04,2,1,1,0,20062,262,b,11,20207.994140625
290145,c,far,True,3189,2014-11-04,2,1,1,0,20298,562,b,11,20711.66015625
290825,a,near,False,3200,2014-11-03,1,1,1,0,21364,262,b,11,20782.005859375
291080,c,far,True,3462,2014-11-03,1,1,1,0,22275,562,b,11,22283.00390625
291760,a,near,False,3745,2014-11-02,7,1,0,0,22090,262,b,11,26129.005859375
292015,c,far,True,3559,2014-11-02,7,1,0,0,19101,562,b,11,20067.666015625
292695,a,near,False,3011,2014-11-01,6,1,0,0,15962,262,b,11,19277.328125
292950,c,far,True,3063,2014-11-01,6,1,0,0,15769,562,b,11,15161.998046875
293630,a,near,False,3418,2014-10-31,5,1,0,0,19491,262,b,10,18145.998046875
293885,c,far,True,3732,2014-10-31,5,1,0,0,19791,562,b,10,19790.998046875
294565,a,near,False,2972,2014-10-30,4,1,0,0,17539,262,b,10,18944.890625
294820,c,far,True,3245,2014-10-30,4,1,0,0,18602,562,b,10,18177.494140625
295500,a,near,False,2985,2014-10-29,3,1,0,0,18268,262,b,10,15849.505859375
295755,c,far,True,3108,2014-10-29,3,1,0,0,18108,562,b,10,17147.671875
296435,a,near,False,2808,2014-10-28,2,1,0,0,16092,262,b,10,16371.99609375
296690,c,far,True,3169,2014-10-28,2,1,0,0,17863,562,b,10,17231.595703125
297370,a,near,False,2931,2014-10-27,1,1,0,0,16559,262,b,10,16637.3046875
297625,c,far,True,3274,2014-10-27,1,1,0,0,18203,562,b,10,17714.99609375
298305,a,near,False,4472,2014-10-26,7,1,0,0,28614,262,b,10,28613.9921875
298560,c,far,True,3782,2014-10-26,7,1,0,0,20603,562,b,10,17368.001953125
299240,a,near,False,2834,2014-10-25,6,1,0,0,15651,262,b,10,16015.5029296875
299495,c,far,True,2983,2014-10-25,6,1,0,0,13875,562,b,10,13662.3330078125
300175,a,near,False,3153,2014-10-24,5,1,1,0,18357,262,b,10,18357.00390625
300430,c,far,True,3729,2014-10-24,5,1,1,0,19741,562,b,10,19822.669921875
301110,a,near,False,2978,2014-10-23,4,1,1,0,17514,262,b,10,20710.501953125
301365,c,far,True,3209,2014-10-23,4,1,1,0,17945,562,b,10,19172.255859375
302045,a,near,False,2850,2014-10-22,3,1,1,0,18182,262,b,10,19411.33203125
302300,c,far,True,3306,2014-10-22,3,1,1,0,19242,562,b,10,18790.330078125
302980,a,near,False,2912,2014-10-21,2,1,1,0,17329,262,b,10,18596.00390625
303235,c,far,True,3301,2014-10-21,2,1,1,0,19687,562,b,10,20120.33984375
303915,a,near,False,3080,2014-10-20,1,1,1,0,18912,262,b,10,18911.99609375
304170,c,far,True,3509,2014-10-20,1,1,1,0,20874,562,b,10,21164.99609375
304850,a,near,False,3832,2014-10-19,7,1,0,0,24246,262,b,10,28613.9921875
305105,c,far,True,3275,2014-10-19,7,1,0,0,18110,562,b,10,17368.001953125
305785,a,near,False,2320,2014-10-18,6,1,0,0,13210,262,b,10,16015.5029296875
306040,c,far,True,2736,2014-10-18,6,1,0,0,12890,562,b,10,13662.3330078125
306720,a,near,False,3081,2014-10-17,5,1,0,0,16801,262,b,10,18145.998046875
306975,c,far,True,3446,2014-10-17,5,1,0,0,18045,562,b,10,19790.998046875
307655,a,near,False,2891,2014-10-16,4,1,0,0,17037,262,b,10,18944.890625
307910,c,far,True,3093,2014-10-16,4,1,0,0,17513,562,b,10,18177.494140625
308590,a,near,False,2255,2014-10-15,3,1,0,0,13431,262,b,10,15849.505859375
308845,c,far,True,2684,2014-10-15,3,1,0,0,14918,562,b,10,17147.671875
309525,a,near,False,2810,2014-10-14,2,1,0,0,16372,262,b,10,16371.99609375
309780,c,far,True,2989,2014-10-14,2,1,0,0,15897,562,b,10,17231.595703125
310460,a,near,False,2973,2014-10-13,1,1,0,0,17829,262,b,10,16637.3046875
310715,c,far,True,3104,2014-10-13,1,1,0,0,17044,562,b,10,17714.99609375
311395,a,near,False,4331,2014-10-12,7,1,0,0,29434,262,b,10,28613.9921875
311650,c,far,True,3179,2014-10-12,7,1,0,0,19742,562,b,10,17368.001953125
312330,a,near,False,2960,2014-10-11,6,1,0,0,15927,262,b,10,16015.5029296875
312585,c,far,True,2566,2014-10-11,6,1,0,0,13201,562,b,10,13662.3330078125
313265,a,near,False,3381,2014-10-10,5,1,1,0,20638,262,b,10,18357.00390625
313520,c,far,True,3225,2014-10-10,5,1,1,0,17817,562,b,10,19822.669921875
314200,a,near,False,2980,2014-10-09,4,1,1,0,17986,262,b,10,20710.501953125
314455,c,far,True,3098,2014-10-09,4,1,1,0,18158,562,b,10,19172.255859375
315135,a,near,False,3023,2014-10-08,3,1,1,0,18526,262,b,10,19411.33203125
315390,c,far,True,2972,2014-10-08,3,1,1,0,18151,562,b,10,18790.330078125
316070,a,near,False,3241,2014-10-07,2,1,1,0,19863,262,b,10,18596.00390625
316325,c,far,True,3294,2014-10-07,2,1,1,0,19997,562,b,10,20120.33984375
317005,a,near,False,3253,2014-10-06,1,1,1,0,19610,262,b,10,18911.99609375
317260,c,far,True,3319,2014-10-06,1,1,1,0,20668,562,b,10,21164.99609375
317940,a,near,False,4477,2014-10-05,7,1,0,0,30280,262,b,10,28613.9921875
318195,c,far,True,3091,2014-10-05,7,1,0,0,18795,562,b,10,17368.001953125
318875,a,near,False,3454,2014-10-04,6,1,0,0,19274,262,b,10,16015.5029296875
319130,c,far,True,2949,2014-10-04,6,1,0,0,15178,562,b,10,13662.3330078125
319810,a,near,False,5494,2014-10-03,5,1,1,0,35702,262,b,10,18357.00390625
320065,c,far,True,3622,2014-10-03,5,1,1,0,22190,562,b,10,19822.669921875
320745,a,near,False,3788,2014-10-02,4,1,1,0,23907,262,b,10,20710.501953125
321000,c,far,True,3563,2014-10-02,4,1,1,0,21534,562,b,10,19172.255859375
321680,a,near,False,3161,2014-10-01,3,1,1,0,21526,262,b,10,19411.33203125
321935,c,far,True,3096,2014-10-01,3,1,1,0,19161,562,b,10,18790.330078125
322615,a,near,False,3169,2014-09-30,2,1,1,0,20874,262,b,09,19617.3359375
322870,c,far,True,3171,2014-09-30,2,1,1,0,19377,562,b,09,19596.498046875
323550,a,near,False,3065,2014-09-29,1,1,1,0,19018,262,b,09,20427.994140625
323805,c,far,True,3132,2014-09-29,1,1,1,0,19261,562,b,09,20190.49609375
324485,a,near,False,3670,2014-09-28,7,1,0,0,21416,262,b,09,26325.005859375
324740,c,far,True,3174,2014-09-28,7,1,0,0,18513,562,b,09,19358.568359375
325420,a,near,False,2893,2014-09-27,6,1,0,0,15865,262,b,09,16664.994140625
325675,c,far,True,2551,2014-09-27,6,1,0,0,13791,562,b,09,13013.3310546875
326355,a,near,False,3238,2014-09-26,5,1,0,0,18574,262,b,09,18401.005859375
326610,c,far,True,3121,2014-09-26,5,1,0,0,17035,562,b,09,16186.0078125
327290,a,near,False,2729,2014-09-25,4,1,0,0,15393,262,b,09,15608.0146484375
327545,c,far,True,2768,2014-09-25,4,1,0,0,15345,562,b,09,15614.5009765625
328225,a,near,False,2850,2014-09-24,3,1,0,0,15992,262,b,09,16751.978515625
328480,c,far,True,2805,2014-09-24,3,1,0,0,15390,562,b,09,15248.9970703125
329160,a,near,False,2694,2014-09-23,2,1,0,0,15296,262,b,09,15296.001953125
329415,c,far,True,2781,2014-09-23,2,1,0,0,15905,562,b,09,15736.3330078125
330095,a,near,False,3000,2014-09-22,1,1,0,0,17723,262,b,09,17548.501953125
330350,c,far,True,2981,2014-09-22,1,1,0,0,15913,562,b,09,16478.755859375
331030,a,near,False,4477,2014-09-21,7,1,0,0,29777,262,b,09,26325.005859375
331285,c,far,True,3295,2014-09-21,7,1,0,0,19178,562,b,09,19358.568359375
331965,a,near,False,3101,2014-09-20,6,1,0,0,14809,262,b,09,16664.994140625
332220,c,far,True,2572,2014-09-20,6,1,0,0,12961,562,b,09,13013.3310546875
332900,a,near,False,3388,2014-09-19,5,1,1,0,19004,262,b,09,19452.0
333155,c,far,True,3128,2014-09-19,5,1,1,0,16842,562,b,09,17411.001953125
333835,a,near,False,2857,2014-09-18,4,1,1,0,16660,262,b,09,18039.994140625
334090,c,far,True,2848,2014-09-18,4,1,1,0,16289,562,b,09,16525.66796875
334770,a,near,False,2964,2014-09-17,3,1,1,0,16879,262,b,09,18564.005859375
335025,c,far,True,2872,2014-09-17,3,1,1,0,16563,562,b,09,17676.001953125
335705,a,near,False,2916,2014-09-16,2,1,1,0,17300,262,b,09,19617.3359375
335960,c,far,True,3015,2014-09-16,2,1,1,0,17679,562,b,09,19596.498046875
336640,a,near,False,3096,2014-09-15,1,1,1,0,18869,262,b,09,20427.994140625
336895,c,far,True,3182,2014-09-15,1,1,1,0,18748,562,b,09,20190.49609375
337575,a,near,False,4376,2014-09-14,7,1,0,0,27782,262,b,09,26325.005859375
337830,c,far,True,3393,2014-09-14,7,1,0,0,20259,562,b,09,19358.568359375
338510,a,near,False,2945,2014-09-13,6,1,0,0,16094,262,b,09,16664.994140625
338765,c,far,True,2403,2014-09-13,6,1,0,0,12219,562,b,09,13013.3310546875
339445,a,near,False,3188,2014-09-12,5,1,0,0,18228,262,b,09,18401.005859375
339700,c,far,True,3033,2014-09-12,5,1,0,0,16186,562,b,09,16186.0078125
